,Name,Duration,Status,Type,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites,aired_start,aired_end,broadcast_day,broadcast_time,premiered_season,premiered_year
4225,Made in Abyss: Retsujitsu no Ougonkyou,00:25:00,Finished Airing,TV,12,R 17,"Mystery,Adventure,Sci-Fi,Drama,Fantasy",Sentai Filmworks,"IRMA LA DOUCE,Sony Music Solutions,Kadokawa Media House,AT-X,Kadokawa,Global Solutions,Takeshobo,Cygames",Kinema Citrus,390822,5328,2022-07-06,2022-09-28,wed,22:30:00,Summer,2022
4226,Shizuku,00:04:00,Finished Airing,Movie,1,PG,Comedy,none,none,Mushi Production,2701,0,Oct 1, 1965,none,none,none,none
4227,Yukiwatari,00:22:00,Finished Airing,Movie,1,G,Fantasy,none,none,Magic Bus,518,1,1994-07-16,none,none,none,none,none
4228,Towa no Quon 4: Guren no Shoushin,00:48:00,Finished Airing,Movie,1,PG 13,"Sci-Fi,Action,Supernatural",Sentai Filmworks,"Hakuhodo DY Media Partners,Bandai Visual,Sony PCL,Movic,Lantis,Showgate",Bones,35658,14,2011-09-10,none,none,none,none,none
4229,Shadow Skill: Eigi,00:25:00,Finished Airing,TV,26,PG 13,"Adventure,Fantasy,Drama","ADV Films,Manga Entertainment",Bandai Visual,Studio Deen,14191,63,1998-07-03,1998-12-25,fri,01:15:00,Summer,1998
4230,Aldnoah.Zero,00:23:00,Finished Airing,TV,12,R 17,"Sci-Fi,Action",Aniplex of America,"Aniplex,Houbunsha,Nitroplus,Movic,BS11,Tokyo MX,MAGES.,Asahi Broadcasting","A-1 Pictures,TROYCA",502628,3547,2014-07-06,2014-09-21,sun,00:00:00,Summer,2014
4231,Zhu Zhu Xia: Bukesiyi de Shijie,01:25:00,Finished Airing,Movie,1,G,"Action,Sci-Fi,Adventure,Fantasy",none,none,none,236,0,Jul 5, 2019,none,none,none,none
4232,Appleseed XIII Remix Movie 2: Yogen,01:24:00,Finished Airing,Movie,1,R 17,"Sci-Fi,Action",Funimation,none,"Production I.G,Jinnis Animation Studios",4500,3,2011-10-24,none,none,none,none,none
4233,Yaoguai Mingdan,00:13:00,Finished Airing,ONA,18,PG 13,"Action,Comedy,Romance,Fantasy",bilibili,"Tencent Animation & Comics,iQIYI",Haoliners Animation League,25563,48,2014-12-13,2015-09-11,none,none,none,none
4234,Rokudenashi Majutsu Koushi to Akashic Records,00:24:00,Finished Airing,TV,12,R 17,"Fantasy,Action",Funimation,"Media Factory,Sony Music Communications,Kanetsu Investment,Kadokawa,Tohokushinsha Film Corporation,AT-X,Fujimi Shobo,Ultra Super Pictures",LIDENFILMS,694268,3190,2017-04-04,2017-06-20,tue,20:30:00,Spring,2017
4235,Kono Sekai no Katasumi ni,02:48:00,Finished Airing,Movie,1,PG 13,"Drama,Award Winning",Shout! Factory,"Genco,Animatsu Entertainment",MAPPA,179986,1475,2016-11-12,none,none,none,none,none
4236,Wu Liuqi: Zui Qiang Fa Xing Shi,00:16:00,Finished Airing,ONA,10,PG 13,"Drama,Action,Mystery,Comedy",none,AHA Entertainment,Sharefun Studio,66588,506,2019-10-23,2020-01-01,none,none,none,none
4237,Getter Robo Arc,00:24:00,Finished Airing,TV,13,None,"Sci-Fi,Action",Sentai Filmworks,"Lantis,Bandai Namco Arts","Bee Media,Studio A-CAT",5345,28,2021-07-04,2021-09-26,sun,21:00:00,Summer,2021
4238,Makyou Gaiden Le Deus,00:48:00,Finished Airing,OVA,1,PG 13,"Adventure,Sci-Fi,Action",none,Toho,Ashi Productions,2202,2,Dec 1, 1987,none,none,none,none
4239,Jiaoao de Jiangjun,00:24:00,Finished Airing,Movie,1,G,Drama,none,Shanghai Animation Film Studio,none,497,0,1956-01-01,none,none,none,none,none
4240,Tennis no Ouji-sama: Best Games!!,00:34:00,Finished Airing,OVA,4,PG 13,Sports,none,none,"M.S.C,Tezuka Productions",3245,9,2018-08-24,2019-11-15,none,none,none,none
4241,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",01:30:00,Finished Airing,Movie,1,PG 13,"Gourmet,Slice of Life,Comedy",none,Nippon Television Network,Shin-Ei Animation,803,0,1992-12-11,none,none,none,none,none
4242,Xinghe Zhizun,00:07:00,Finished Airing,ONA,45,PG 13,"Action,Fantasy",none,Youku,Ruo Hong Culture,1541,8,Jun 10, 2021 to Oct 30,none,none,none,none
4243,Phantom in the Twilight,00:23:00,Finished Airing,TV,12,PG 13,"Supernatural,Action",none,Happy Elements,LIDENFILMS,46672,95,2018-07-10,2018-09-25,mon,00:30:00,Summer,2018
4244,Funny Pets,00:06:00,Finished Airing,TV,12,PG 13,Comedy,none,KBS,none,1302,4,Jan 11, 2006 to Mar 29,wed,01:30:00,Winter,2006
4245,Plunderer,00:22:00,Finished Airing,TV,24,PG 13,"Ecchi,Fantasy,Romance,Action",Funimation,"Half H.P Studio,Kadokawa Media House,Nippon Columbia,Docomo Anime Store,Kadokawa,81 Produce",Geek Toys,401234,1407,2020-01-09,2020-06-25,thur,01:05:00,Winter,2020
4246,Golden Boy,00:28:00,Finished Airing,OVA,6,R+,"Comedy,Adventure,Ecchi","Discotek Media,Media Blasters,ADV Films","KSS,Shueisha",APPP,376779,5647,1995-10-27,1996-06-28,none,none,none,none
4247,Mushrambo (2008),1 hr. 30 min. per ep.,Finished Airing,OVA,2,PG,"Adventure,Fantasy,Sci-Fi,Action",none,none,Toei Animation,1750,3,2008-09-21,none,none,none,none,none
4248,Princess Army: Wedding★Combat,00:26:00,Finished Airing,OVA,2,PG 13,"Action,Romance",none,Movic,J.C.Staff,1555,2,Aug 1, 1992 to Sep 21,none,none,none,none
4249,Yamanaka Sadao ni Sasageru Manga Eiga Nezumikozou Jirokichi,00:25:00,Finished Airing,Movie,1,PG 13,none,none,Genco,"Miyu Productions,Studio M2",386,0,Mar 20, 2023,none,none,none,none
4250,Gaist Crusher,00:24:00,Finished Airing,TV,51,PG,"Supernatural,Action,Fantasy",none,"TV Tokyo,Dentsu,Avex Entertainment",Pierrot,2448,5,Oct 2, 2013 to Oct 1,wed,18:00:00,Fall,2013
4251,Rifle Is Beautiful: Zengoku Daikai Is Mokuzen,00:23:00,Finished Airing,Special,1,PG 13,"Comedy,Sports,Slice of Life",Sentai Filmworks,"Hakuhodo DY Music & Pictures,Bandai Namco Arts",Studio 3Hz,2423,0,Dec 1, 2019,none,none,none,none
4252,Detective Conan Movie 21: The Crimson Love Letter,01:51:00,Finished Airing,Movie,1,PG 13,"Drama,Action,Mystery,Romance",Discotek Media,none,TMS Entertainment,29951,38,2017-04-15,none,none,none,none,none
4253,Uchida Shungicu no Noroi no One-Piece,00:23:00,Finished Airing,Special,1,PG 13,"Romance,Horror",none,TBS,"Shin-Ei Animation,Kyoto Animation",2201,4,Aug 25, 1992,none,none,none,none
4254,Houkago no Pleiades,00:05:00,Finished Airing,ONA,4,G,"Sci-Fi,Action",none,"Dentsu Razorfish,Dentsu,SUBARU,Dentsu Tec",Gainax,17647,13,2011-02-01,none,none,none,none,none
4255,Yamakoshi Mura no Mari to Sanbiki no Koinu,00:45:00,Finished Airing,OVA,1,G,Drama,none,none,none,456,1,Apr 26, 2006,none,none,none,none
4256,Hoshi no Koe,00:24:00,Finished Airing,OVA,1,PG 13,"Drama,Award Winning,Romance,Sci-Fi","GKIDS,ADV Films",none,CoMix Wave Films,152584,528,2002-02-02,none,none,none,none,none
4257,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,01:00:00,Finished Airing,Movie,1,G,"Adventure,Comedy",none,"VAP,Harmony Gold,Nintendo",Grouper Productions,5768,17,Jul 20, 1986,none,none,none,none
4258,Xiao Gongzhu Ai Wei La Yu Shenmi Wangguo 2,01:20:00,Finished Airing,Movie,1,G,"Adventure,Fantasy",none,none,none,57,0,Aug 22, 2020,none,none,none,none
4259,Go! Go! Atom,00:11:00,Finished Airing,TV,52,PG,"Sci-Fi,Drama,Action,Adventure",none,TV Tokyo,"Planet Nemo Animation,Tezuka Productions",952,0,2019-10-03,2020-10-01,thur,18:10:00,Fall,2019
4260,Utawarerumono OVA,00:29:00,Finished Airing,OVA,3,R+,"Fantasy,Comedy,Action",Sentai Filmworks,Frontier Works,Chaos Project,21178,13,2009-06-05,2010-06-23,none,none,none,none
4261,Naruto: Shippuuden,00:23:00,Finished Airing,TV,500,PG 13,"Action,Fantasy,Adventure",VIZ Media,"TV Tokyo,TV Tokyo Music,Aniplex,Shueisha,Rakuonsha,KSS",Pierrot,2362211,108241,2007-02-15,2017-03-23,thur,19:30:00,Winter,2007
4262,Shounen Sunday CM: Kekkaishi,30 sec.,Finished Airing,Special,1,PG 13,"Fantasy,Supernatural",none,none,none,725,1,2005-01-01,none,none,none,none,none
4263,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,00:14:00,Finished Airing,ONA,7,PG 13,"Romance,Girls Love",none,Half H.P Studio,AIC,73828,343,2008-05-02,2009-05-08,none,none,none,none
4264,Xing Mao Xunbao Ji,00:22:00,Finished Airing,TV,13,PG,none,none,none,none,45,0,2009 to ?,none,none,none,?,none
4265,Tomica Heroes Jobraver: Tokusou Gattai Robo,00:05:00,Currently Airing,ONA,0,PG,Action,none,"Half H.P Studio,Takara Tomy A.R.T.S",Infinity Vision,158,0,2022-04-22,none,none,none,none,none
4266,Onizushi,00:04:00,Finished Airing,ONA,3,PG,Comedy,none,none,Robot Communications,452,0,Apr 19, 2016 to May 25,none,none,none,none
4267,Kurokami: Intermission,00:23:00,Finished Airing,Special,1,R 17,Action,"Bandai Entertainment,NYAV Post",none,Sunrise,6452,2,2009-04-03,none,none,none,none,none
4268,High School Fleet OVA,00:24:00,Finished Airing,OVA,2,PG 13,Action,none,Cromea,Production IMS,20047,30,2017-03-31,2017-05-24,none,none,none,none
4269,Kappa Kawatarou,00:18:00,Finished Airing,Movie,1,G,Supernatural,none,The National Film Center Japan,none,509,0,1954-04-01,none,none,none,none,none
4270,Imagination of Marathon Runners,00:02:00,Finished Airing,Movie,1,R+,"Comedy,Sports",none,none,none,219,0,1984-01-01,none,none,none,none,none
4271,The Closet,00:04:00,Finished Airing,Movie,1,G,Drama,none,Geidai Animation,none,462,1,2014-01-01,none,none,none,none,none
4272,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,01:00:00,Finished Airing,Movie,1,PG 13,Fantasy,none,none,White Fox,281122,609,2018-10-06,none,none,none,none,none
4273,Hajime no Ippo,00:23:00,Finished Airing,TV,75,PG 13,Sports,"Discotek Media,Geneon Entertainment USA",VAP,Madhouse,550951,20314,2000-10-04,2002-03-27,tue,00:50:00,Fall,2000
4274,Curly,00:03:00,Finished Airing,ONA,1,G,Comedy,none,Echoes,none,391,0,Oct 10, 2014,none,none,none,none
4275,Kubbe PV Full ver.,00:03:00,Finished Airing,ONA,1,G,Fantasy,none,TMS Entertainment,Echoes,307,0,May 15, 2012,none,none,none,none
4276,Teosbatbu Sageonilji PV,00:01:00,Finished Airing,ONA,1,PG 13,"Comedy,Mystery",none,none,LICO,180,0,Feb 11, 2020,none,none,none,none
4277,Kingdom 2nd Season,00:25:00,Finished Airing,TV,39,R 17,Action,Funimation,"NHK,NHK Enterprises",Pierrot,118352,827,2013-06-08,2014-03-02,sun,23:45:00,Summer,2013
4278,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Sci-Fi",none,"Fields,Magic Capsule,flying DOG,Sotsu",Production IMS,20373,12,2016-07-11,2016-09-26,mon,00:30:00,Summer,2016
4279,Yuureisen,00:11:00,Finished Airing,Movie,1,G,Supernatural,none,none,none,2081,3,1956-04-01,none,none,none,none,none
4280,Shin Onimusha: Dawn of Dreams the Story,02:00:00,Finished Airing,OVA,1,PG 13,Action,Media Blasters,Capcom,none,1251,1,Jul 26, 2006,none,none,none,none
4281,Da Li Si Rizhi,00:20:00,Finished Airing,ONA,12,PG 13,"Action,Comedy,Mystery",none,bilibili,Nice Boat Animation,5363,24,2020-04-10,2020-07-03,none,none,none,none
4282,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,01:36:00,Finished Airing,Movie,1,PG,"Adventure,Comedy,Drama,Fantasy",The Pokemon Company International,"TV Tokyo,Marvelous,Toho,Shogakukan-Shueisha Productions","OLM,Production I.G,Xebec",47431,14,2011-07-16,none,none,none,none,none
4283,Teekyuu 4,00:02:00,Finished Airing,TV,12,PG 13,Comedy,none,"DAX Production,Earth Star Entertainment",Millepensee,21864,17,2015-04-07,2015-06-23,tue,01:05:00,Spring,2015
4284,Xingchen Bian: Po Tian Mi Ju,00:25:00,Finished Airing,ONA,16,PG 13,"Fantasy,Action,Adventure,Romance",none,Tencent Penguin Pictures,Foch Films,1936,20,2022-01-23,2022-04-24,none,none,none,none
4285,Urusei Yatsura Movie 5: Kanketsu-hen,01:25:00,Finished Airing,Movie,1,PG 13,"Comedy,Sci-Fi,Adventure,Romance,Action,Drama","Discotek Media,AnimEigo",Kitty Films,Magic Bus,7947,19,1988-02-06,none,none,none,none,none
4286,Stand By Me Doraemon,01:34:00,Finished Airing,Movie,1,PG,"Sci-Fi,Comedy",none,"Robot Communications,Toho","Shin-Ei Animation,Shirogumi",51416,206,2014-08-08,none,none,none,none,none
4287,Kizumonogatari III: Reiketsu-hen,01:23:00,Finished Airing,Movie,1,R 17,"Action,Mystery,Supernatural",Aniplex of America,"Aniplex,Kodansha",Shaft,442114,7227,2017-01-06,none,none,none,none,none
4288,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,00:50:00,Finished Airing,Movie,1,G,"Adventure,Sci-Fi,Comedy",none,none,Shin-Ei Animation,664,0,Mar 16, 1985,none,none,none,none
4289,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",00:23:00,Finished Airing,TV,12,PG 13,Slice of Life,Funimation,"NBCUniversal Entertainment Japan,Tokyo MX,AT-X,BS11,Avex Pictures,BookLive,Q-Tec,GYAO!,ABC Animation",Zero-G,187502,1214,2019-01-09,2019-03-27,wed,23:30:00,Winter,2019
4290,Te Gong Mingxing,01:30:00,Finished Airing,Movie,1,G,none,none,Gorilla Pictures,none,67,0,Apr 10, 2015,none,none,none,none
4291,Shakugan no Shana-tan Movie,00:05:00,Finished Airing,Special,1,PG 13,"Adventure,Fantasy,Comedy",none,none,J.C.Staff,24151,13,2007-09-21,none,none,none,none,none
4292,Schoolgirl Strikers: Animation Channel,00:24:00,Finished Airing,TV,13,PG 13,"Action,Sci-Fi",none,"KlockWorx,Warner Bros. Japan,BS11,Movic,Square Enix,Egg Firm",J.C.Staff,19797,18,Jan 7, 2017 to Apr 1,sat,00:30:00,Winter,2017
4293,B: The Beginning,00:23:00,Finished Airing,ONA,12,R 17,"Suspense,Supernatural,Mystery,Action",none,Netflix,Production I.G,334700,1379,2018-03-02,none,none,none,none,none
4294,Jingai-san no Yome,00:03:00,Finished Airing,TV,12,PG 13,"Comedy,Romance,Fantasy",none,"MAGES.,Cloud22",Saetta,44466,103,2018-10-03,2018-12-18,wed,01:00:00,Fall,2018
4295,Seishain Cyborg 003,15 sec. per ep.,Finished Airing,ONA,2,G,Comedy,none,Steve N' Steven,Production I.G,829,0,Jan 10, 2012,none,none,none,none
4296,Ringing City,00:03:00,Finished Airing,Movie,1,G,Avant Garde,none,Geidai Animation,none,378,1,Mar 3, 2017,none,none,none,none
4297,Alice Gear Aegis Expansion,00:23:00,Finished Airing,TV,12,PG 13,"Action,Sci-Fi",Sentai Filmworks,"BS NTV,Bandai Namco Filmworks,Docomo Anime Store,Pyramid,COLOPL,Kadokawa",Nomad,8237,11,Apr 4, 2023 to Jun 20,tue,01:05:00,Spring,2023
4298,Xiong Chumo: Qihuan Kongjian,01:30:00,Finished Airing,Movie,1,G,"Sci-Fi,Adventure",none,Fantawild Animation,none,276,0,Jan 28, 2017,none,none,none,none
4299,Yu☆Gi☆Oh! Zexal Special,00:08:00,Finished Airing,Special,1,PG 13,"Fantasy,Action",none,"Nihon Ad Systems,TV Tokyo",Gallop,5336,7,2012-09-17,none,none,none,none,none
4300,Kaminaki Sekai no Kamisama Katsudou,00:23:00,Finished Airing,TV,12,R 17,"Action,Comedy,Fantasy",none,"MAGNET,DAX Production,Kansai Telecasting,Kadokawa,Bandai Namco Music Live,Lantis,BS NTV",Studio Palette,129351,500,2023-04-06,2023-07-06,thur,01:30:00,Spring,2023
4301,Made in Abyss Movie 2: Hourou Suru Tasogare,01:45:00,Finished Airing,Movie,1,R 17,"Mystery,Adventure,Sci-Fi,Drama,Fantasy",Sentai Filmworks,"IRMA LA DOUCE,Kadokawa Media House,AT-X,Kanetsu Investment,Sony Music Communications,Kadokawa,Global Solutions,Takeshobo,Cygames",Kinema Citrus,125459,208,2019-01-18,none,none,none,none,none
4302,Genei wo Kakeru Taiyou,00:24:00,Finished Airing,TV,13,R 17,none,Aniplex of America,"Asahi Broadcasting,Good Smile Company,Bushiroad,Aniplex,Nihon Ad Systems",AIC,53464,163,2013-07-06,2013-09-28,sat,23:30:00,Summer,2013
4303,An Ling Yu Shi Di Qi,00:22:00,Finished Airing,TV,13,G,"Adventure,Sci-Fi",none,"Panimation Hwakai Media,Disney Animation China,Anhui Xinhua Media",none,1035,3,Mar 27, 2017 to Apr 6,none,none,Spring,2017
4304,Soukou Kihei Votoms: Pailsen Files Movie,01:58:00,Finished Airing,Movie,1,R 17,Sci-Fi,none,Sunrise,The Answer Studio,1801,0,2009-01-17,none,none,none,none,none
4305,Ace wo Nerae! Final Stage,00:24:00,Finished Airing,OVA,12,PG 13,"Sports,Drama",none,none,Tokyo Movie Shinsha,2414,8,1989-10-25,1990-04-25,none,none,none,none
4306,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,00:23:00,Finished Airing,TV,12,PG 13,"Adventure,Fantasy,Romance",none,"KlockWorx,HoriPro,TV Tokyo,Bushiroad Move,Futabasha,Glovision,Docomo Anime Store,bilibili",Hotline,82548,591,Jan 14, 2023 to Apr 1,sat,01:23:00,Winter,2023
4307,Fate/strange Fake PV,31 sec.,Finished Airing,ONA,1,PG 13,"Action,Supernatural,Fantasy",none,Half H.P Studio,A-1 Pictures,9320,8,2019-12-31,none,none,none,none,none
4308,Golgo 13,01:33:00,Finished Airing,Movie,1,R+,"Adventure,Action,Drama","Urban Vision,Discotek Media",Streamline Pictures,"Tokyo Movie Shinsha,Filmlink International",18023,57,1983-05-28,none,none,none,none,none
4309,Hanare Toride no Yonna,00:33:00,Finished Airing,Movie,1,PG,"Adventure,Fantasy",none,"Capcom,Studio 4°C",CoMix Wave Films,2709,3,Apr 8, 2006,none,none,none,none
4310,Ippon Bouchou Mantarou,00:46:00,Finished Airing,OVA,2,PG 13,Gourmet,none,"Pony Canyon,Movic","animate Film,J.C.Staff",684,1,1991-06-21,1991-12-21,none,none,none,none
4311,Osomatsu-san Short Film Series,00:02:00,Finished Airing,Special,7,PG 13,Comedy,none,Avex Pictures,10Gauge,6232,8,2016-01-29,2016-07-29,none,none,none,none
4312,Seitokai Yakuindomo* OVA,00:25:00,Finished Airing,OVA,10,R 17,Comedy,none,Starchild Records,GoHands,77278,96,2014-05-16,2020-09-17,none,none,none,none
4313,Kujakuou: Sengoku Tensei,00:03:00,Finished Airing,ONA,1,PG 13,"Action,Supernatural",none,none,"Gathering,Asahi Production",756,0,Oct 21, 2014,none,none,none,none
4314,Super Titans 15,01:10:00,Finished Airing,Movie,1,None,Action,none,"Adda Audio Visual Ltd.,Digiview Productions",none,307,2,1982-01-01,none,none,none,none,none
4315,Ghost,00:05:00,Finished Airing,Movie,1,G,Avant Garde,none,none,none,857,5,1984-01-01,none,none,none,none,none
4316,Soosee no Aquarion: Dai 27-wa Parallel-ban,00:05:00,Finished Airing,Special,1,PG 13,Comedy,none,Bandai,"add some,None found,",2114,2,2008-12-05,none,none,none,none,none
4317,Xingji Xiao Mayi: Gongyi Pian,00:01:00,Finished Airing,TV,48,PG,Fantasy,none,none,none,41,0,2018 to ?,none,none,none,?,none
4318,Action Heroine Cheer Fruits,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Slice of Life",Sentai Filmworks,"TBS,Glovision,Nippon Columbia,Production Ace,Hobby Japan,GYAO!,Nichion,RAY,KlockWorx",Diomedéa,14049,23,2017-07-07,2017-09-29,fri,02:28:00,Summer,2017
4319,Sukkiri!! x Eiga Himitsu no Akko-chan,00:01:00,Finished Airing,Special,10,PG 13,"Slice of Life,Comedy",none,Nippon Television Network,Oddjob,90,0,Aug 20, 2012 to Aug 31,none,none,none,none
4320,Gasaraki,00:25:00,Finished Airing,TV,25,PG 13,"Supernatural,Drama","ADV Films,Nozomi Entertainment","Yomiko Advertising,Atelier Musa",Sunrise,21937,51,1998-10-04,1999-03-28,sun,09:30:00,Fall,1998
4321,Tono to Issho,00:37:00,Finished Airing,OVA,1,PG 13,Comedy,none,Frontier Works,Gathering,3945,8,2010-03-25,none,none,none,none,none
4322,Kobayashi-san Chi no Maid Dragon,00:24:00,Finished Airing,TV,13,PG 13,"Slice of Life,Fantasy","Crunchyroll,Funimation","Lantis,Pony Canyon,ABC Animation",Kyoto Animation,1188275,16813,2017-01-12,2017-04-06,thur,00:00:00,Winter,2017
4323,Bounty Dog: Getsumen no Ibu,00:29:00,Finished Airing,OVA,2,R+,"Sci-Fi,Action",Manga Entertainment,"Starchild Records,Toho,Movic",animate Film,3940,4,Oct 1, 1994 to Nov 1,none,none,none,none
4324,B: The Beginning Succession,00:23:00,Finished Airing,ONA,6,R+,"Supernatural,Suspense,Mystery,Action",none,Netflix,Production I.G,92555,161,2021-03-18,none,none,none,none,none
4325,Black Magic M-66,00:48:00,Finished Airing,OVA,1,R 17,"Sci-Fi,Action","Maiden Japan,Manga Entertainment","Bandai Visual,Network","AIC,animate Film",16141,22,1987-06-28,none,none,none,none,none
4326,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,00:28:00,Finished Airing,OVA,2,PG 13,"Sci-Fi,Comedy,Adventure,Action",ADV Films,"animate Film,Starchild Records,Movic",J.C.Staff,4392,4,1995-09-21,1995-11-22,none,none,none,none
4327,Gekkan Shoujo Nozaki-kun,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Romance",Sentai Filmworks,"TV Tokyo,Media Factory,Frontier Works,AT-X,Sony Music Communications",Doga Kobo,899225,10791,2014-07-07,2014-09-22,mon,01:05:00,Summer,2014
4328,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,00:24:00,Finished Airing,TV,12,R 17,"Mystery,Action,Horror",Funimation,none,Lerche,342580,1679,2016-07-11,2016-09-26,mon,23:00:00,Summer,2016
4329,Hanaori,00:13:00,Finished Airing,Movie,1,G,Comedy,none,none,none,1000,0,1968-01-01,none,none,none,none,none
4330,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,00:50:00,Finished Airing,Movie,1,PG,Comedy,none,none,TMS Entertainment,401,0,2009-07-04,none,none,none,none,none
4331,Tanoshii Gakkou Seikatsu,00:04:00,Finished Airing,Movie,1,PG 13,Avant Garde,none,none,none,56,0,2016-01-01,none,none,none,none,none
4332,Uchuu Patrol Luluco,00:07:00,Finished Airing,TV,13,PG 13,"Comedy,Action,Adventure",Funimation,"AT-X,Crunchyroll,Half H.P Studio,flying DOG,Ultra Super Pictures,Good Smile Company,bilibili",Trigger,148066,1082,2016-04-01,2016-06-24,fri,22:30:00,Spring,2016
4333,Xia Qiao Jie,00:12:00,Finished Airing,TV,100,PG,"Comedy,Fantasy",none,none,none,45,0,2010 to ?,none,none,none,?,none
4334,Numa no Taishou,00:07:00,Finished Airing,Movie,1,G,"Adventure,Comedy",none,The National Film Center Japan,none,707,0,Nov 17, 1933,none,none,none,none
4335,Onegai My Melody: Kurukuru Shuffle!,00:22:00,Finished Airing,TV,52,PG,"Comedy,Fantasy",none,Sanrio,Studio Comet,5407,29,2006-04-02,2007-03-25,sun,09:30:00,Spring,2006
4336,Red Ash: Gearworld,00:23:00,Finished Airing,Movie,1,G,"Sci-Fi,Action",none,none,Studio 4°C,2622,1,Mar 11, 2017,none,none,none,none
4337,Gundam: G no Reconguista Movie I - Ike! Core Fighter,01:30:00,Finished Airing,Movie,1,PG 13,"Action,Sci-Fi",none,none,Sunrise,3770,2,2019-11-29,none,none,none,none,none
4338,Akuma no Memumemu-chan,00:05:00,Finished Airing,ONA,1,PG 13,"Comedy,Ecchi",none,none,Shaft,3861,1,Jan 23, 2018,none,none,none,none
4339,Kakyuusei (TV): Hajimemashite Tina!,00:26:00,Finished Airing,Special,1,R+,"Sci-Fi,Romance",none,Pink Pineapple,PP Project,990,0,Mar 24, 2000,none,none,none,none
4340,Zenbu Wakatteru,00:01:00,Finished Airing,Movie,1,PG 13,Avant Garde,none,Geidai Animation,none,350,0,2014-01-01,none,none,none,none,none
4341,Venus Senki,01:43:00,Finished Airing,Movie,1,PG 13,"Adventure,Action,Sci-Fi","Sentai Filmworks,Central Park Media,Discotek Media","Shochiku,Gakken,Bandai",Triangle Staff,14467,55,1989-03-11,none,none,none,none,none
4342,Padak Padak,01:18:00,Finished Airing,Movie,1,PG 13,Drama,none,eigoMANGA,none,902,5,2012-07-25,none,none,none,none,none
4343,Yatogame-chan Kansatsu Nikki Sansatsume,00:03:00,Finished Airing,TV,12,PG 13,"Comedy,Slice of Life",none,none,"LEVELS,Creators in Pack",14102,16,2021-01-10,2021-03-28,sun,21:54:00,Winter,2021
4344,Chang Jian Feng Yun,00:19:00,Finished Airing,ONA,10,PG 13,"Drama,Action",none,bilibili,Xuni Ying Ye,902,4,2021-01-22,2021-03-19,none,none,none,none
4345,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,00:40:00,Finished Airing,OVA,1,R+,"Fantasy,Comedy,Ecchi",none,"Seta Corporation,Datam Polystar",none,693,1,Dec 21, 1990,none,none,none,none
4346,Shanhe Jian Xin Xiao Juchang,00:01:00,Finished Airing,ONA,95,G,"Fantasy,Comedy",none,none,"add some,None found,",796,4,2021-01-01,none,none,none,none,none
4347,Koisuru Asteroid: KiraKira Zoukan-gou,44 sec. per ep.,Finished Airing,ONA,12,PG 13,none,none,none,"add some,None found,",2681,2,2020-01-04,2020-03-27,none,none,none,none
4348,Macross Δ Movie: Gekijou no Walküre,01:59:00,Finished Airing,Movie,1,PG 13,"Action,Sci-Fi",none,none,Satelight,9474,28,2018-02-09,none,none,none,none,none
4349,Anisava,00:05:00,Finished Airing,TV,13,PG 13,"Romance,Comedy",none,none,"DLE,TMS Entertainment",805,0,Aug 26, 2013 to Jan 13,none,none,Summer,2013
4350,Under the Sun,00:11:00,Finished Airing,Movie,1,G,Avant Garde,none,none,none,113,0,1979-01-01,none,none,none,none,none
